sub,ses,task,acq,space,den,meanFD,relMeansRMSMotion,relMaxRMSMotion,meanDVInit,meanDVFinal,nVolCensored,nVolsRemoved,motionDVCorrInit,motionDVCorrFinal
21085,11456,fracback,singleband,fsLR,91k,0.0358281231134196,0.0208639060130685,0.0622415,94.6583012942234,32.26558945018735,0.0,0,0.327582372017021,0.0149216405458922
80557,10863,fracback,singleband,fsLR,91k,0.0697630819528138,0.0395604692752134,0.289159,99.72608201514252,33.205263074123614,0.0,0,0.5667732094628399,-0.0432174131901457
80688,10982,fracback,singleband,fsLR,91k,0.0909953587678786,0.0525080304782608,0.955486,102.73269052144173,36.09849689458754,0.0,0,0.894971166567022,-0.2360310395659007
81725,10356,fracback,singleband,fsLR,91k,0.057160261465864,0.0315669922608695,0.336948,121.06665992513116,42.71770232192977,0.0,0,0.5736512306278181,-0.1682591085089836
81760,10132,fracback,singleband,fsLR,91k,0.2139089109705626,0.1229659021304347,3.53709,162.94510230555,52.75488838733088,0.0,0,0.9255677105176704,0.4575010892915994
82051,9947,fracback,singleband,fsLR,91k,0.2317598584848484,0.1261039347826086,1.25242,166.5664192363479,45.276562975347865,0.0,0,0.8510091407431217,0.1878338196465466
82063,9980,fracback,singleband,fsLR,91k,0.1027145348658006,0.0567786970434782,1.20487,130.9503295735257,42.15006385471418,0.0,0,0.8820859263119566,0.1325206524529406
82492,10046,fracback,singleband,fsLR,91k,0.0632886699030301,0.0359322166086956,0.305449,125.59416407027192,40.09726213513314,0.0,0,0.6169111840140575,-0.0291111104925011
82790,10059,fracback,singleband,fsLR,91k,0.09659584312987,0.0527457216086956,0.368807,86.67110737750873,32.47910932434111,0.0,0,0.6845334745752504,-0.1828804489849432
83010,10101,fracback,singleband,fsLR,91k,0.1964410158779222,0.1126474676521739,2.34305,178.34562860505298,52.10560488751048,0.0,0,0.8989379382998601,0.1123359831175825
83372,11230,fracback,singlebandVARIANTNumVolumes,fsLR,91k,0.0694136095845409,0.0432868943203883,0.144561,112.27987902237663,32.883052928047015,0.0,0,0.5401050338170229,-0.0838681912678103
83454,10161,fracback,singleband,fsLR,91k,0.0833484827063203,0.0487639542173913,0.355456,122.63997513587292,39.89118207081631,0.0,0,0.6573271647145223,0.146221527391482
83835,10777,fracback,singleband,fsLR,91k,0.1708728255359307,0.0974161853043478,0.629815,132.1327895997623,41.80400577012967,0.0,0,0.8849239585851312,0.1359738085335791
83999,10099,fracback,singleband,fsLR,91k,0.119614354765065,0.0654894443478261,1.72467,139.69884845271858,40.912974080018586,0.0,0,0.8676215424227124,0.3687654196645325
84103,9970,fracback,singleband,fsLR,91k,0.0618007415562767,0.0362561923043478,0.302583,114.62816099116826,40.40608519489504,0.0,0,0.5711525639073047,-0.0594389364708132
84688,10471,fracback,singleband,fsLR,91k,0.2614307277229437,0.1609400773913043,1.16659,167.52975050030722,60.72926585530549,0.0,0,0.5798066360091124,0.0198281474785067
84761,10278,fracback,singlebandVARIANTObliquity,fsLR,91k,0.1429304150606061,0.0873234778260869,0.485713,156.15281836645116,46.60682977583706,0.0,0,0.6457403477825822,-0.1290265477401391
84973,10075,fracback,singleband,fsLR,91k,0.1006800832851412,0.0573190004347826,0.8595430000000001,96.1269503005202,34.00181292658994,0.0,0,0.8504082683949359,-0.1706564166047133
85083,10577,fracback,singleband,fsLR,91k,0.3241664459382292,0.1824005716157205,3.67732,167.6772168162377,42.53210476774576,1.0,0,0.8443777844841688,0.105774857558374
85173,10069,fracback,singleband,fsLR,91k,0.0742784390285709,0.0419339038695652,0.333471,113.41175281683854,41.23330708152231,0.0,0,0.7118471533287587,-0.0332356153361965
85369,10361,fracback,singleband,fsLR,91k,0.0813577287826843,0.0452743972173913,0.183511,112.9436488228742,37.538363205739365,0.0,0,0.6791945758059176,-0.0773507956309802
85743,10974,fracback,singleband,fsLR,91k,0.1086434041930734,0.0628785900869565,0.585638,125.95830974296577,36.41285570317997,0.0,0,0.5788447721010593,-0.10692330961451
85853,10103,fracback,singleband,fsLR,91k,0.0436026417568654,0.0236383090047826,0.176071,124.3666272519413,36.16731769543022,0.0,0,0.4039111880285321,0.1233688272533494
86287,10083,fracback,singleband,fsLR,91k,0.2129250428051945,0.1267469696086956,1.11174,179.68462968407374,56.54122546080462,0.0,0,0.8214458251672312,0.4183029396214913
86350,9955,fracback,singleband,fsLR,91k,0.0692462003451123,0.0400314586521739,0.272819,114.8903266004878,38.15854961910064,0.0,0,0.5112318269005514,-0.2461657624352365
86444,10076,fracback,singleband,fsLR,91k,0.0582285585413041,0.032838980347826,0.219402,103.77469259085645,35.5840226277472,0.0,0,0.4752437597104175,-0.0177286559943407
86486,11196,fracback,singleband,fsLR,91k,0.0336668618742904,0.0186670676956521,0.0456072,109.6712696971798,33.31262679876956,0.0,0,0.150473908985805,-0.0455448683511964
86722,10885,fracback,singleband,fsLR,91k,0.2340047384658007,0.1442049148260869,2.89087,166.51754569631206,45.643361533666905,0.0,0,0.8878704049218133,0.1374582051051615
86924,10035,fracback,singleband,fsLR,91k,0.1812764933679655,0.100131864347826,0.778623,130.2915271153085,39.08973340390344,0.0,0,0.7458795588736505,0.1845326291191914
86972,10876,fracback,singleband,fsLR,91k,0.1355932789549783,0.0741595960869565,0.8113679999999999,103.8382154114955,33.296095295244804,0.0,0,0.8100543974083585,0.1477713493624251
87135,9969,fracback,singleband,fsLR,91k,0.0438512719818614,0.0260335663043478,0.234873,109.6699179152524,43.0658369243226,0.0,0,0.6458455376699751,-0.2110232958481798
87346,10597,fracback,singlebandVARIANTNumVolumes,fsLR,91k,0.3020915845455089,0.1761140885542168,1.33149,204.19632687694997,56.18254365970044,0.0,0,0.8671087965989936,0.4778416951643695
87445,11153,fracback,singleband,fsLR,91k,0.146246529951712,0.0848575356521739,0.566511,133.9301969474381,38.50394229727145,0.0,0,0.853380615397083,0.2768154963197856
87457,10081,fracback,singleband,fsLR,91k,0.0609640964448482,0.0353148048260869,0.2318,121.44168587488724,38.24249224549096,0.0,0,0.6289947921989336,-0.0049201499462674
87538,9942,fracback,singleband,fsLR,91k,0.1122582817722938,0.0641479522608695,3.1137,125.69624316488547,39.28858920306672,0.0,0,0.8316132139918997,-0.3188339707085708
87563,10329,fracback,singleband,fsLR,91k,0.1559925291032959,0.0842892934782608,0.569098,116.67030727220666,39.0148021636661,0.0,0,0.7617191572106702,0.0150339554308394
87601,10595,fracback,singleband,fsLR,91k,0.049043427516127,0.0271313305217391,0.347919,96.50320058418131,26.603333763743205,0.0,0,0.5545166648828387,-0.1271475012900653
87646,10496,fracback,singleband,fsLR,91k,0.0881430661135066,0.051108288173913,0.558764,111.058831203872,39.41342540914189,0.0,0,0.856835958948928,0.088510267349403
87804,10026,fracback,singleband,fsLR,91k,0.1786186620649349,0.1047803969130434,0.7196279999999999,137.74415496239948,44.268929934225326,0.0,0,0.8078076865597854,0.1842187619137563
87990,9995,fracback,singleband,fsLR,91k,0.1538809425740262,0.0888393075652174,0.817925,170.29894678237852,46.20623274778671,0.0,0,0.8696345069734884,0.3302233288524603
88209,10057,fracback,singleband,fsLR,91k,0.1355378931774889,0.081171113347826,0.8518949999999998,102.02368183048168,33.34969716792045,0.0,0,0.7365928320869767,-0.0345152359034877
88402,10679,fracback,singleband,fsLR,91k,0.0648254630363864,0.0367020899565217,0.319717,100.5682845318146,31.35985970508694,0.0,0,0.475998502706385,-0.0634695829880125
88589,10975,fracback,singleband,fsLR,91k,0.0684288188506493,0.0388010768695652,0.267155,121.258687685601,39.71098244202639,0.0,0,0.6592916633628014,-0.2418408661709988
88608,10165,fracback,singleband,fsLR,91k,0.0675888829333335,0.0367723084347826,0.259896,129.4086870782442,40.55319115083376,0.0,0,0.613268334054708,-0.058250859641315
88760,11150,fracback,singleband,fsLR,91k,0.2835366342122943,0.1767781757391304,3.80259,158.04008936113323,36.82835801968693,0.0,0,0.8994492846773294,-0.0350262335551838
